Question Speaker,Question Text,Answer Speaker,Answer Text
Śrīdhara,Mahārāja: (indistinct) to listen to him (indistinct).,Prabhupāda," He, because he's avaikuṇṭhaperson who could understand that this boy is eager to hear, so he very much appreciated. So when we came back to Allahabad, soGaneśaBabu, he introduced me, that ""Here is a nice devotee.'' So Prabhupāda immediately replied, ""Yes, I have marked him. He does not go away, he hears.'' This (indistinct), ""Yes, I will accept him as disciple.'' Then I was initiated. In this way our relationship withGauḍīyaMaṭhadeveloped, and gradually as it developed, the other side diminished. Then, there are long history, it will take time, but I had the opportunity of associating with His Holiness. For several years I had the opportunity.Kṛṣṇaand Prabhupāda liked it to prepare me. ŚrīdharaMahārājalived as a..."
Śrīdhara,Mahārāja: (indistinct),Prabhupāda," (laughs) ...in my house, some may say, a few years, so naturally we had very intimate talks and he was my good adviser. I took his advice, his instruction very seriously, because from the very beginning I know he's a pureVaiṣṇavaand devotee, and I wanted to associate with him, and try to help him also in so many ways. He also tried to help me, so our relationship is very intimate. After the breakdown of theGauḍīyaMaṭha, I wanted to organize another organization, making ŚrīdharaMahārājahead. And I wanted to mix... At that time GosvāmīMahārāja, one of my friend's house at Sealdah... ŚrīdharaMahārāja, you may remember those things. I wanted to organize in so many ways, but somehow or other..."
Śrīdhara,Mahārāja: I had one house in Station Road belonging to Naren Mullik. (indistinct) very small (indistinct).,Prabhupāda," Yes, yes, he wanted to rent us only for ninety rupees. I told him, ""You just give me the concession. He, at that time he was getting 125, but because I am his friend, ""All right, I'll give you, ninety rupees.'' So that could not happen somehow or other. So I was trying from the very beginning after the disappearance of BhaktisiddhāntaSarasvatī."
Śrīdhara,Mahārāja: First appearance ofBack to Godhead(indistinct).,Prabhupāda," Yes, 1944. I think you were at that time at my house. Yes. So, somehow or other, this intention for preaching the cult ofCaitanyaMahāprabhuincreased and the other side decreased.Viraktiranyatrasyāt. But I was not disinclined, butKṛṣṇaforced me that you must give up. (chuckles) And these thing is known better to ŚrīdharaMahārāja, how it decreased, decreased, decreased, then almost it become nil, and then I left home in 1950. Whatever was there, ""All right, you do whatever you like.'' In 1954, four years I remained asvānaprastha, (indistinct) four years, from 1950 to 1959."
Śrīdhara,"Mahārāja: In the mean time, Bombay. Bombay light.",Prabhupāda," Bombay light, yes. Bombay light, that is during my householder life. I opened an office in Bombay for my business and... The (indistinct)GauḍīyaMaṭhawas established by us. I am one of them. ŚrīdharaMahārājaalso. And we made two parties for begging, collecting alms. ŚrīdharaMahārāja, myself and GosvāmīMahārāja. That time he wasAtula, Atulacandra Gosvāmī. So I took them to some of my friends, chemist friends, doctors friends. So I collected about five hundred rupees to this. ŚrīdharaMahārājawould speak, I introduced, and Gosvāmī, at that time GosvāmīMahārājawould canvass (laughter). In this way three combined together, in one day or two days we... At that time five hundred rupees was (laughing) big amount."
Śrīdhara,Mahārāja: Big sum.,Prabhupāda," Big sum, yes. So GosvāmīMahārājavery much appreciated, and he began to speak highly about me that ""AbhayBabuis so expert, he has got so many friends, he has collected so many... So why does he... He should be theMaṭhain-charge."" In this way. ""Why should he not live with us? Why he's living separately?'' In this way. So Prabhupāda,Mahārāja, Śrīdhara may remember it (laughing), he said, ''It is better to live separately from you people, and he will do the necessity in due course of time."" So I could not understand what Śrīla Prabhupāda meant by that. So his inclination, blessings, were always upon me although (indistinct), but he was so kind."
Śrīdhara,Mahārāja: (indistinct) collecting sufficient funds to come back (indistinct).,Prabhupāda," Yes, he was afraid."
Śrīdhara,Mahārāja: He asked you.,Prabhupāda," Prabhupāda gave me some money, that he is afraid, ""You keep this money. When they need you can...'' So, byguruVaiṣṇava, and whatever position I have got it is by guru's mercy and the Vaiṣṇavas' blessings, otherwise I am insignificant. So I wish that ŚrīdharaMahārājamay bestow his blessings as he was doing always, and myGuruMahārājamay help me. I can give some service (?)."
Śrīdhara,Mahārāja: (indistinct),Prabhupāda," Yes, I thought that (indistinct)GuruMahārājawanted and theseGauḍīyaMath people did not do anything, so let me try in this old age. The inspiration came, and I went. By his grace it has become little successful, that's all. I have no credit. It is all the blessings ofguruandVaiṣṇava, that's all. I have no credit. I do not know how things are happening, because I am not at all bona fide position. But it is trulychāḍiyāvaiṣṇava-sevānistārapāyechekebā."
Śrīdhara,Mahārāja: Are you going (indistinct) kindly talk with your men (?).,Prabhupāda, Yes.HareKṛṣṇa.
Śrīdhara,"Mahārāja: That will be (indistinct) to us, the land of gold and GoldenAvatara(indistinct).",Prabhupāda," I am always (indistinct) to this, my American disciples that you are so much, I mean to say, taken care by God (?), this is... Your position is very good. Now you take toKṛṣṇaConsciousness, and you become a perfect nation. That I preach always. By the grace ofKṛṣṇa, you have got everything. All material opulence. Now make it plusKṛṣṇa. Then it will be very nice.Lakṣmī-Nārāyaṇa. So, these boys are trying, very sincerely and seriously, and I hope, even I do not live many more years, they will carry out this order."
Śrīdhara,Mahārāja: (indistinct) coming down (indistinct) should be (indistinct),Prabhupāda, And our (indistinct)Mahārāja...
Śrīdhara,"Mahārāja: Prabhupāda said, Bhaktivinoda (Bengali).",Prabhupāda, That he was (indistinct). This is not (indistinct). This is not (indistinct).
Śrīdhara,Mahārāja: (indistinct) we are also counted within that...,Prabhupāda, Yes.
Śrīdhara,Mahārāja: (indistinct),Prabhupāda," Other times being washed awaykeno māyār bośe, jāccho bhese, and we are being washed away by Bhaktivinoda Ṭhākura (laughter)."
Śrīdhara,Mahārāja: (indistinct) participate.,Prabhupāda," Yes, that's all, everything is there, everything is there. So chantHareKṛṣṇa, again. (people begin leaving)"
Devotee,"Śrīla Prabhupāda, arotika is beginning and I (indistinct) the devotees up to arotika, all of them could go up?",Prabhupāda, All right then. (indistinct) All right chant. (kīrtana-end)
